algorithm,num_envs,layout,seed,kind,path,bytes,config_path,config_env,config_model,random_reset,check_held_out,heldout_random,config_layouts,total_timesteps,rollout_steps,xp_partner,status,update_steps,parameter_count,conv_shapes,params_sha256
E3T,64,empty,2,best_e3t,ckpts/e3t/ToyCoopNoPink/modified_wall/empty/ikFalse/reset_all/e3t/lr-20260821-013121/seed2_best_e3t.pkl,19607859,outputs/2026-08-21/01-31-21/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,14868,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",f0e6e6fc0ae7a6867fa54fe873844f35a4247139ac90523540b0dc6dd66de0a3
E3T,64,empty,2,final,ckpts/e3t/ToyCoopNoPink/modified_wall/empty/ikFalse/reset_all/e3t/lr-20260821-013121/seed2_ckpt0_e3t_updates15625.pkl,19608674,outputs/2026-08-21/01-31-21/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,15625,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",29c626a791400ffb249a3b576b521904a6443d34461f4d280a9cbb9ab26bc518
E3T,64,empty,3,best_e3t,ckpts/e3t/ToyCoopNoPink/modified_wall/empty/ikFalse/reset_all/e3t/lr-20260824-095655/seed3_best_e3t.pkl,19607859,outputs/2026-08-24/09-56-55/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,15475,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",696d7f8b3170d8fa49e568ab88965ee04846b8559cdb3bc4a173149a73cdb29e
E3T,64,empty,3,final,ckpts/e3t/ToyCoopNoPink/modified_wall/empty/ikFalse/reset_all/e3t/lr-20260824-095655/seed3_ckpt0_e3t_updates15625.pkl,19608674,outputs/2026-08-24/09-56-55/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,15625,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",9c9efaa8dee09cf2b5e22b063a53121484937288a3d15150f645be25d59ccfc7
E3T,64,empty,4,best_e3t,ckpts/e3t/ToyCoopNoPink/modified_wall/empty/ikFalse/reset_all/e3t/lr-20260825-072237/seed4_best_e3t.pkl,19607859,outputs/2026-08-25/07-22-36/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,15431,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",e5bb6c65fa98e5bd68bc7f084b99e7e5267a7bdd79ceb2db806be409979ec269
E3T,64,empty,4,final,ckpts/e3t/ToyCoopNoPink/modified_wall/empty/ikFalse/reset_all/e3t/lr-20260825-072237/seed4_ckpt0_e3t_updates15625.pkl,19608674,outputs/2026-08-25/07-22-36/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,15625,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",b34d945accd0c06b047f9239d8991899376121f54f464b08ae2aec46cd46fb54
E3T,64,empty,5,best_e3t,ckpts/e3t/ToyCoopNoPink/modified_wall/empty/ikFalse/reset_all/e3t/lr-20260826-042539/seed5_best_e3t.pkl,19607859,outputs/2026-08-26/04-25-38/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,11799,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",409d46f2dfcce261f65c2b0698ca832c0a85e38317a6e160cdd57401534052bf
E3T,64,empty,5,final,ckpts/e3t/ToyCoopNoPink/modified_wall/empty/ikFalse/reset_all/e3t/lr-20260826-042539/seed5_ckpt0_e3t_updates15625.pkl,19608674,outputs/2026-08-26/04-25-38/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,15625,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",070de6749191fabeac63872c677e494726cf1938f2d1e420c8622a988076946a
E3T,256,empty,98,best_e3t,ckpts/e3t/ToyCoopNoPink/modified_wall/empty_with_xp_numenv256/ikFalse/reset_all/e3t/lr-20260831-062410/seed98_best_e3t.pkl,19607859,outputs/2026-08-31/06-24-10/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,3899,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",d4ed5fdea62ba87d3e8ace815b30da9edd1e866e8714d740b01cb85f1fb0c3b9
E3T,256,empty,98,final,ckpts/e3t/ToyCoopNoPink/modified_wall/empty_with_xp_numenv256/ikFalse/reset_all/e3t/lr-20260831-062410/seed98_ckpt0_e3t_updates3906.pkl,19608674,outputs/2026-08-31/06-24-10/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,3906,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",1f0def97d76cd1be8f1fee05cfbee602bcc448893528a12a1c19f7748c9f3c7c
E3T,256,empty,0,best_e3t,ckpts/e3t/ToyCoopNoPink/modified_wall/empty_with_xp_numenv256/ikFalse/reset_all/e3t/lr-20260902-033607/seed0_best_e3t.pkl,19607859,outputs/2026-09-02/03-36-07/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,3905,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",678d75b661bcb5ad3b5d93317c663402e274900b042d8692ce04d22d2ad4da2c
E3T,256,empty,0,final,ckpts/e3t/ToyCoopNoPink/modified_wall/empty_with_xp_numenv256/ikFalse/reset_all/e3t/lr-20260902-033607/seed0_ckpt0_e3t_updates3906.pkl,19608674,outputs/2026-09-02/03-36-07/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,3906,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",678d75b661bcb5ad3b5d93317c663402e274900b042d8692ce04d22d2ad4da2c
E3T,256,empty,1,best_e3t,ckpts/e3t/ToyCoopNoPink/modified_wall/empty_with_xp_numenv256/ikFalse/reset_all/e3t/lr-20260902-213224/seed1_best_e3t.pkl,19607859,outputs/2026-09-02/21-32-24/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,562,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",d074ed3a8d581ee689392986bb41fb381523a134c70acd570d424806e6ef5994
E3T,256,empty,1,final,ckpts/e3t/ToyCoopNoPink/modified_wall/empty_with_xp_numenv256/ikFalse/reset_all/e3t/lr-20260902-213224/seed1_ckpt0_e3t_updates3906.pkl,19608674,outputs/2026-09-02/21-32-24/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,3906,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",fc01c7ed597f6ea736f8df9204b7d32be76be42b5ff8e6f8059dd5921bdac6e6
E3T,256,empty,2,best_e3t,ckpts/e3t/ToyCoopNoPink/modified_wall/empty_with_xp_numenv256/ikFalse/reset_all/e3t/lr-20260903-151542/seed2_best_e3t.pkl,19607859,outputs/2026-09-03/15-15-42/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,2688,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",b6e4cc0e29966f5a5cccebd9597f26b20d7e95787cb4e011295628c2b17a4652
E3T,256,empty,2,final,ckpts/e3t/ToyCoopNoPink/modified_wall/empty_with_xp_numenv256/ikFalse/reset_all/e3t/lr-20260903-151542/seed2_ckpt0_e3t_updates3906.pkl,19608674,outputs/2026-09-03/15-15-42/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,3906,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",bc8fcb52cb60a999a879af539eec87cb0651f19bbde7ef80b63d83c1e9066d29
E3T,256,empty,3,best_e3t,ckpts/e3t/ToyCoopNoPink/modified_wall/empty_with_xp_numenv256/ikFalse/reset_all/e3t/lr-20260904-084217/seed3_best_e3t.pkl,19607859,outputs/2026-09-04/08-42-17/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,3894,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",de2abb0f6c215a416d43c4cca07c4ffe4ee66992f041a075f3082166b439497c
E3T,256,empty,3,final,ckpts/e3t/ToyCoopNoPink/modified_wall/empty_with_xp_numenv256/ikFalse/reset_all/e3t/lr-20260904-084217/seed3_ckpt0_e3t_updates3906.pkl,19608674,outputs/2026-09-04/08-42-17/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,3906,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",f577ff0fc91b6c6bef7dbee33918110ec9e5b5102b6ca55e28fe8c36a3b0997a
E3T,256,empty,4,best_e3t,ckpts/e3t/ToyCoopNoPink/modified_wall/empty_with_xp_numenv256/ikFalse/reset_all/e3t/lr-20260905-025017/seed4_best_e3t.pkl,19607859,outputs/2026-09-05/02-50-17/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,3343,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",3fd3ec2b3a6dda105548cf026d806c4007e16580db4b4fc77bffa9081a5ed60c
E3T,256,empty,4,final,ckpts/e3t/ToyCoopNoPink/modified_wall/empty_with_xp_numenv256/ikFalse/reset_all/e3t/lr-20260905-025017/seed4_ckpt0_e3t_updates3906.pkl,19608674,outputs/2026-09-05/02-50-17/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,3906,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",82cd07129cd3aa7e8784fc187efa20a8dac09a2db12e241dc9bbb15cbdd527f3
E3T,256,empty,5,best_e3t,ckpts/e3t/ToyCoopNoPink/modified_wall/empty_with_xp_numenv256/ikFalse/reset_all/e3t/lr-20260905-210010/seed5_best_e3t.pkl,19607859,outputs/2026-09-05/21-00-09/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,2738,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",22f8713fd8ca478670ee444d891f72d67449eb9f6261db36199a62de2b8e73d8
E3T,256,empty,5,final,ckpts/e3t/ToyCoopNoPink/modified_wall/empty_with_xp_numenv256/ikFalse/reset_all/e3t/lr-20260905-210010/seed5_ckpt0_e3t_updates3906.pkl,19608674,outputs/2026-09-05/21-00-09/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,3906,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",7106a4b4c655d108c4a72598c68285e86d1702ca3ad7b34af595724f0ebec556
E3T,64,wall_a,98,best_e3t,ckpts/e3t/ToyCoopNoPink/modified_wall/wall_a/ikFalse/reset_all/e3t/lr-20260821-221139/seed98_best_e3t.pkl,19607859,outputs/2026-08-21/22-11-39/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,12542,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",d93da550cd1366e15b8ad6ee1f3f1239f18227345b78539c4ba387bf348ab7d9
E3T,64,wall_a,98,final,ckpts/e3t/ToyCoopNoPink/modified_wall/wall_a/ikFalse/reset_all/e3t/lr-20260821-221139/seed98_ckpt0_e3t_updates15625.pkl,19608674,outputs/2026-08-21/22-11-39/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,15625,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",fcb7871b2abff2aa06300dbf342511066bddafe13321c5b5b913f95606054220
E3T,64,wall_a,0,best_e3t,ckpts/e3t/ToyCoopNoPink/modified_wall/wall_a/ikFalse/reset_all/e3t/lr-20260822-184621/seed0_best_e3t.pkl,19607859,outputs/2026-08-22/18-46-21/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,12949,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",d9fbd08bcea632aa30f2780a7f5745fac7eb11380bedfb71bc5f14cc5d41993d
E3T,64,wall_a,0,final,ckpts/e3t/ToyCoopNoPink/modified_wall/wall_a/ikFalse/reset_all/e3t/lr-20260822-184621/seed0_ckpt0_e3t_updates15625.pkl,19608674,outputs/2026-08-22/18-46-21/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,15625,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",d62080e9b572d8feb976424a48d7fbb9dc97d619f3c00c16bee4f9a58337f3d6
E3T,64,wall_a,1,best_e3t,ckpts/e3t/ToyCoopNoPink/modified_wall/wall_a/ikFalse/reset_all/e3t/lr-20260823-153329/seed1_best_e3t.pkl,19607859,outputs/2026-08-23/15-33-29/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,12791,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",fca92326187125a2072ef4d3e5bf100df86d693253124f0e55aab7566a8752fa
E3T,64,wall_a,1,final,ckpts/e3t/ToyCoopNoPink/modified_wall/wall_a/ikFalse/reset_all/e3t/lr-20260823-153329/seed1_ckpt0_e3t_updates15625.pkl,19608674,outputs/2026-08-23/15-33-29/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,15625,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",f017a9bb3d572b18ca7b04389510651a131d10df18c8e5484d85ce526a4d78fa
E3T,64,wall_a,3,best_e3t,ckpts/e3t/ToyCoopNoPink/modified_wall/wall_a/ikFalse/reset_all/e3t/lr-20260824-095920/seed3_best_e3t.pkl,19607859,outputs/2026-08-24/09-59-20/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,10386,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",2e2cba34ec5b0808ffd46a447a7be9abb99955090a8bdbb41373a31fc24e3fda
E3T,64,wall_a,3,final,ckpts/e3t/ToyCoopNoPink/modified_wall/wall_a/ikFalse/reset_all/e3t/lr-20260824-095920/seed3_ckpt0_e3t_updates15625.pkl,19608674,outputs/2026-08-24/09-59-20/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,15625,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",463223c4c71c1765cd3b9fe8cb67019d6465351018c8b2fcda0c906b5e75043a
E3T,64,wall_a,2,best_e3t,ckpts/e3t/ToyCoopNoPink/modified_wall/wall_a/ikFalse/reset_all/e3t/lr-20260824-121938/seed2_best_e3t.pkl,19607859,outputs/2026-08-24/12-19-37/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,10913,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",25a6f262d9718ecd1ca721b24b2c72614f1fc1c2d610c469ebd36a5774709f62
E3T,64,wall_a,2,final,ckpts/e3t/ToyCoopNoPink/modified_wall/wall_a/ikFalse/reset_all/e3t/lr-20260824-121938/seed2_ckpt0_e3t_updates15625.pkl,19608674,outputs/2026-08-24/12-19-37/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,15625,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",809e5ecf2c0609e3f59ff3ee3d0e7824d1680fbacf185487c73a45bcd404a05f
E3T,64,wall_a,4,best_e3t,ckpts/e3t/ToyCoopNoPink/modified_wall/wall_a/ikFalse/reset_all/e3t/lr-20260825-065242/seed4_best_e3t.pkl,19607859,outputs/2026-08-25/06-52-42/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,15439,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",43309f10899dc142c1d0ba52234aa583559a5572c9f6504caadf7af0554f273a
E3T,64,wall_a,4,final,ckpts/e3t/ToyCoopNoPink/modified_wall/wall_a/ikFalse/reset_all/e3t/lr-20260825-065242/seed4_ckpt0_e3t_updates15625.pkl,19608674,outputs/2026-08-25/06-52-42/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,15625,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",f19babbabdf4f7b4b038230cdf60b2c85b57922a09cb59e33416fd3331e1d6e6
E3T,64,wall_a,5,best_e3t,ckpts/e3t/ToyCoopNoPink/modified_wall/wall_a/ikFalse/reset_all/e3t/lr-20260826-035214/seed5_best_e3t.pkl,19607859,outputs/2026-08-26/03-52-14/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,12854,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",0c2f635b0108f67360c6f636f75f2c7bc12a66a2bd3c35d59375b066c4a6d5a1
E3T,64,wall_a,5,final,ckpts/e3t/ToyCoopNoPink/modified_wall/wall_a/ikFalse/reset_all/e3t/lr-20260826-035214/seed5_ckpt0_e3t_updates15625.pkl,19608674,outputs/2026-08-26/03-52-14/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,15625,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",cbc0738b6801fd74825dba01d12beae234875e57991f3f909a938750f1480f4c
E3T,256,wall_a,98,best_e3t,ckpts/e3t/ToyCoopNoPink/modified_wall/wall_a_with_xp_numenv256/ikFalse/reset_all/e3t/lr-20260906-144301/seed98_best_e3t.pkl,19607859,outputs/2026-09-06/14-43-01/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,3860,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",224ce7af95c7f278417fb85cdded3a1df00bd2d44113fb7dd7a97ae51473f2ee
E3T,256,wall_a,98,final,ckpts/e3t/ToyCoopNoPink/modified_wall/wall_a_with_xp_numenv256/ikFalse/reset_all/e3t/lr-20260906-144301/seed98_ckpt0_e3t_updates3906.pkl,19608674,outputs/2026-09-06/14-43-01/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,3906,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",dfd29c1b79456a2b0a49f527c86413e277ec407cc63ea1ff3abf6ee0c0c9c0ce
E3T,256,wall_a,0,best_e3t,ckpts/e3t/ToyCoopNoPink/modified_wall/wall_a_with_xp_numenv256/ikFalse/reset_all/e3t/lr-20260907-081636/seed0_best_e3t.pkl,19607859,outputs/2026-09-07/08-16-36/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,3518,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",3b4e0db12670a4db030045ca52cc5e0e97b93cb36c8765542cbc41a07501e73d
E3T,256,wall_a,0,final,ckpts/e3t/ToyCoopNoPink/modified_wall/wall_a_with_xp_numenv256/ikFalse/reset_all/e3t/lr-20260907-081636/seed0_ckpt0_e3t_updates3906.pkl,19608674,outputs/2026-09-07/08-16-36/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,3906,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",682523da6af83a9ab28d6a95dde0373e74c7b6fb5e82db431919dc90d1692988
E3T,256,wall_a,3,best_e3t,ckpts/e3t/ToyCoopNoPink/modified_wall/wall_a_with_xp_numenv256/ikFalse/reset_all/e3t/lr-20260907-090016/seed3_best_e3t.pkl,19607859,outputs/2026-09-07/09-00-16/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,955,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",da9f212cb0d4d99eedd2bac14347777f815ca3ccbe35c427172502ef5690146a
E3T,256,wall_a,3,final,ckpts/e3t/ToyCoopNoPink/modified_wall/wall_a_with_xp_numenv256/ikFalse/reset_all/e3t/lr-20260907-090016/seed3_ckpt0_e3t_updates3906.pkl,19608674,outputs/2026-09-07/09-00-16/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,3906,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",3283ff60d30789c6d076752dca9bef2b0fbea191a624d39ab8b191c8c8184a88
E3T,256,wall_a,1,best_e3t,ckpts/e3t/ToyCoopNoPink/modified_wall/wall_a_with_xp_numenv256/ikFalse/reset_all/e3t/lr-20260911-052847/seed1_best_e3t.pkl,19607859,outputs/2026-09-11/05-28-47/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,3860,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",81c498e28f6b89b0ad92289484258b2bc348489ad05b6f69bc23178dd55e5539
E3T,256,wall_a,1,final,ckpts/e3t/ToyCoopNoPink/modified_wall/wall_a_with_xp_numenv256/ikFalse/reset_all/e3t/lr-20260911-052847/seed1_ckpt0_e3t_updates3906.pkl,19608674,outputs/2026-09-11/05-28-47/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,3906,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",51a1065b286e6632c78d47bd8862b631feac072ceb5fb80cd95bdec422dd21c5
E3T,256,wall_a,4,best_e3t,ckpts/e3t/ToyCoopNoPink/modified_wall/wall_a_with_xp_numenv256/ikFalse/reset_all/e3t/lr-20260911-052858/seed4_best_e3t.pkl,19607859,outputs/2026-09-11/05-28-58/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,3680,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",56600451c97d7d0abb0e00027df39dbbcf2725916d88684a916d92988283a211
E3T,256,wall_a,4,final,ckpts/e3t/ToyCoopNoPink/modified_wall/wall_a_with_xp_numenv256/ikFalse/reset_all/e3t/lr-20260911-052858/seed4_ckpt0_e3t_updates3906.pkl,19608674,outputs/2026-09-11/05-28-58/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,3906,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",597c93b76aac5d304af5a4e8a8fdd22e66d1cb59b8aee1bcb5fef27ead7f62f5
E3T,256,wall_a,2,best_e3t,ckpts/e3t/ToyCoopNoPink/modified_wall/wall_a_with_xp_numenv256/ikFalse/reset_all/e3t/lr-20260911-225225/seed2_best_e3t.pkl,19607859,outputs/2026-09-11/22-52-25/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,3891,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",564892a75a87ed40b433e1d68de29331b2cb2f24ae979dc89706d06892682a22
E3T,256,wall_a,2,final,ckpts/e3t/ToyCoopNoPink/modified_wall/wall_a_with_xp_numenv256/ikFalse/reset_all/e3t/lr-20260911-225225/seed2_ckpt0_e3t_updates3906.pkl,19608674,outputs/2026-09-11/22-52-25/.hydra/config.yaml,ToyCoopNoPink,E3T,False,False,,"[""empty"", ""wall_a""]",100000000.0,100,98,OK,3906,4901387,"{""/params/Conv_0/kernel"": [2, 2, 4, 512], ""/params/Conv_1/kernel"": [2, 2, 512, 256]}",a5eb3d2cb946100d79114e4c2179fe35aeaf173386e006a245349e13d52b4ef4
